#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.57 -0.53  0.25247 -1.922 3.587  5.057  8.30  0.037 0.78 17.373 21.021 19.862 18.461 17.529 16.703 15.736 15.152 14.960  0.252 
 1   9.57 -0.43  0.15560 -2.486 3.523  5.152  7.80  0.036 0.00 18.784 24.001 22.286 20.586 19.468 18.217 17.016 16.437 16.184  0.156 
 1   9.57 -0.39  0.17702 -2.334 3.541  5.130  9.60  0.038 0.98 19.485 24.266 22.696 21.079 20.020 18.887 17.755 17.177 16.931  0.177 
 1   9.57 -0.35  0.34965 -1.706 3.589  4.990  9.30  0.038 0.00 18.336 21.834 20.737 19.393 18.484 17.663 16.708 16.106 15.933  0.350 
 1   9.57 -0.31  0.55359 -1.161 3.627  4.797  8.70  0.037 0.00 16.374 19.313 18.335 17.135 16.354 15.719 14.862 14.187 14.072  0.554 
 1   9.57 -0.23  0.79616 -0.488 3.710  4.611 10.20  0.038 0.91 15.665 17.422 16.893 15.977 15.439 14.991 14.359 13.841 13.777  0.796 
 1   9.57 -0.19  0.16185 -2.472 3.517  5.134  8.90  0.038 0.91 19.234 24.598 22.943 21.274 20.105 18.708 17.418 16.858 16.599  0.162 
 1   9.57 -0.13  0.70654 -0.785 3.662  4.667  8.40  0.037 0.00 15.132 17.562 16.718 15.651 14.990 14.465 13.711 13.089 13.009  0.707 
 1   9.57 -0.13  0.18388 -2.324 3.534  5.106  8.90  0.038 0.00 19.479 24.260 22.788 21.222 20.144 18.898 17.712 17.147 16.900  0.184 
 1   9.57 -0.03  0.19431 -2.266 3.537  5.086  9.00  0.038 0.00 19.434 24.092 22.688 21.163 20.096 18.849 17.667 17.103 16.860  0.194 
 1   9.57 -0.01  0.39703 -1.629 3.577  4.920  7.20  0.034 0.00 16.042 19.814 18.681 17.347 16.393 15.381 14.339 13.747 13.565  0.397 
 1   9.57  0.11  2.10585 -0.399 4.335  7.206 10.40  0.038 0.91 16.166 17.274 18.131 18.318 18.412 18.537 18.826 18.912 18.985  1.215 
 1   9.57  0.23  0.24684 -2.079 3.540  5.017  8.70  0.037 0.76 18.196 22.889 21.501 19.983 18.905 17.623 16.416 15.856 15.610  0.247 
 1   9.59 -0.39  0.38697 -1.589 3.597  4.948  7.50  0.035 0.00 16.242 19.558 18.517 17.210 16.329 15.565 14.640 14.024 13.864  0.387 
 1   9.59 -0.33  0.14369 -2.597 3.507  5.168  8.00  0.036 0.00 19.262 24.878 23.072 21.333 20.142 18.738 17.449 16.877 16.618  0.144 
 1   9.59 -0.31  0.24087 -2.023 3.568  5.059  9.40  0.038 0.84 18.641 22.748 21.439 19.971 18.986 17.997 16.951 16.371 16.156  0.241 
 1   9.59 -0.19  0.44841 -1.468 3.596  4.889  9.90  0.038 0.94 17.671 21.109 20.032 18.726 17.830 17.006 16.048 15.419 15.262  0.448 
 1   9.59 -0.17  0.13314 -2.709 3.492  5.184  7.60  0.035 0.00 19.142 25.124 23.274 21.519 20.243 18.678 17.276 16.721 16.453  0.133 
 1   9.59 -0.15  0.28950 -1.897 3.568  5.013  8.50  0.037 0.94 17.321 21.343 20.097 18.676 17.697 16.676 15.620 15.038 14.830  0.289 
 1   9.59 -0.13  0.99869  0.008 3.768  4.446 13.30  0.038 0.00 18.049 18.878 18.788 18.145 17.769 17.441 17.022 16.689 16.655  0.999 
 1   9.59 -0.03  0.24428 -2.058 3.552  5.038  8.80  0.037 0.00 18.715 23.064 21.734 20.261 19.244 18.100 16.984 16.407 16.174  0.244 
 1   9.59  0.01  0.17573 -2.401 3.519  5.107  8.40  0.037 0.72 18.793 24.048 22.526 20.922 19.746 18.291 16.950 16.405 16.142  0.176 
 1   9.59  0.05  0.21924 -2.161 3.542  5.054  7.60  0.035 0.90 17.133 21.729 20.353 18.845 17.786 16.544 15.368 14.804 14.562  0.219 
 1   9.59  0.05  1.31451  0.625 3.723  3.769 13.60  0.038 0.00 16.806 18.292 17.856 16.997 16.524 16.127 15.580 15.148 15.098  1.315 
 1   9.59  0.17  0.38015 -1.691 3.568  4.925  9.20  0.038 0.00 18.197 22.187 21.010 19.655 18.670 17.564 16.470 15.878 15.681  0.380 
 1   9.61 -0.65  0.23770 -1.940 3.594  5.078  8.30  0.037 0.00 17.921 21.248 20.208 18.876 17.989 17.241 16.323 15.728 15.554  0.238 
 1   9.61 -0.31  0.19339 -2.227 3.552  5.105  8.40  0.037 0.79 18.289 22.969 21.471 19.893 18.840 17.694 16.550 15.974 15.731  0.193 
 1   9.61 -0.31  0.86073 -0.267 3.743  4.559 11.00  0.038 0.89 15.959 17.183 16.929 16.151 15.699 15.308 14.779 14.348 14.298  0.861 
 1   9.61 -0.27  0.43212 -1.493 3.598  4.903  9.40  0.038 0.93 17.234 20.621 19.558 18.251 17.362 16.564 15.620 14.994 14.838  0.432 
 1   9.61 -0.15  0.25018 -2.015 3.560  5.038  8.90  0.038 0.98 17.980 22.168 20.862 19.405 18.409 17.347 16.270 15.690 15.470  0.250 
 1   9.61  0.03  0.36184 -1.722 3.570  4.944  8.80  0.037 0.94 17.195 21.158 19.970 18.598 17.621 16.551 15.478 14.892 14.693  0.362 
 1   9.61  0.07  0.29420 -1.910 3.556  4.988 10.00  0.038 0.94 18.856 23.123 21.832 20.387 19.378 18.238 17.125 16.544 16.319  0.294 
 1   9.63 -0.43  0.40404 -1.530 3.603  4.931  9.40  0.038 0.00 17.995 21.199 20.191 18.907 18.046 17.319 16.414 15.789 15.637  0.404 
 1   9.63 -0.35  0.40618 -1.542 3.597  4.924 10.50  0.038 0.00 19.125 22.448 21.405 20.101 19.221 18.452 17.523 16.900 16.743  0.406 
 1   9.63 -0.33  0.22938 -2.063 3.566  5.071  9.00  0.038 0.00 18.927 22.982 21.688 20.228 19.248 18.279 17.242 16.662 16.450  0.229 
 1   9.63 -0.29  0.51130 -1.282 3.616  4.837  9.50  0.038 0.93 16.839 19.980 18.964 17.713 16.881 16.176 15.280 14.623 14.490  0.511 
 1   9.63 -0.29  0.31493 -1.803 3.580  5.005 10.40  0.038 0.74 19.191 23.010 21.813 20.411 19.457 18.532 17.521 16.935 16.738  0.315 
 1   9.63 -0.27  0.90323 -0.168 3.754  4.522  8.70  0.037 0.00 13.891 14.835 14.710 14.019 13.617 13.264 12.806 12.439 12.399  0.903 
 1   9.63 -0.23  0.27005 -1.941 3.569  5.031  9.00  0.038 0.84 18.035 22.096 20.821 19.377 18.395 17.391 16.340 15.759 15.548  0.270 
 1   9.63 -0.13  0.58407 -1.124 3.625  4.773 10.70  0.038 0.00 18.280 21.331 20.297 19.079 18.283 17.629 16.755 16.065 15.953  0.584 
 1   9.63 -0.11  0.12691 -2.771 3.484  5.194  7.00  0.033 0.00 18.696 24.874 22.992 21.223 19.903 18.264 16.805 16.257 15.984  0.127 
 1   9.63 -0.03  0.74522 -0.702 3.671  4.641  9.00  0.038 0.00 15.524 17.846 17.030 15.986 15.352 14.849 14.125 13.528 13.455  0.745 
 1   9.63  0.07  0.48017 -1.431 3.590  4.857  9.80  0.038 0.72 17.734 21.423 20.302 18.991 18.057 17.086 16.055 15.433 15.264  0.480 
 1   9.63  0.09  0.96989 -0.116 3.745  4.468 13.90  0.038 0.00 18.960 20.148 19.857 19.092 18.661 18.301 17.823 17.445 17.403  0.970 
 1   9.65 -0.61  1.32353  0.403 3.821  4.289 13.70  0.038 0.80 17.462 17.825 17.945 17.542 17.272 17.019 16.723 16.489 16.470  1.056 
 1   9.65 -0.49  0.26767 -1.884 3.587  5.043  7.80  0.036 0.00 17.279 20.803 19.689 18.320 17.405 16.604 15.655 15.064 14.883  0.268 
 1   9.65 -0.47  0.53360 -1.175 3.632  4.816  8.90  0.038 0.00 16.607 19.400 18.486 17.317 16.559 15.948 15.115 14.455 14.340  0.534 
 1   9.65 -0.47  1.00480  0.199 3.800  4.388 10.80  0.038 0.94 14.506 15.016 15.104 14.597 14.275 13.980 13.622 13.334 13.308  1.005 
 1   9.65 -0.45  0.28138 -1.855 3.586  5.032  8.20  0.037 0.00 17.607 21.159 20.038 18.668 17.749 16.933 15.977 15.386 15.204  0.281 
 1   9.65 -0.43  1.37408  1.017 3.702  3.259  9.60  0.038 0.88 11.827 13.419 12.994 12.098 11.599 11.159 10.543 10.042  9.984  1.209 
 1   9.65 -0.41  1.25958  2.065 3.652  2.016  9.20  0.038 0.97  8.808 11.418 10.492  9.328  8.705  8.166  7.364  6.708  6.627  1.222 
 1   9.65 -0.37  1.03815  0.320 3.808  4.311  9.80  0.038 0.00 13.771 14.224 14.303 13.840 13.544 13.273 12.951 12.696 12.673  1.038 
 1   9.65 -0.35  0.71061 -0.687 3.683  4.656  9.20  0.038 0.00 15.687 17.657 17.032 16.068 15.491 15.014 14.337 13.778 13.707  0.711 
 1   9.65 -0.35  0.95065  0.020 3.779  4.459 13.50  0.038 0.77 17.999 18.789 18.757 18.134 17.751 17.409 16.962 16.593 16.552  0.951 
 1   9.65 -0.21  0.54934 -1.194 3.621  4.800  9.40  0.038 0.00 17.156 20.224 19.205 17.978 17.172 16.502 15.622 14.943 14.824  0.549 
 1   9.65 -0.13  0.61744 -1.029 3.634  4.741  7.40  0.035 0.00 14.743 17.638 16.643 15.465 14.705 14.089 13.245 12.565 12.463  0.617 
 1   9.65  0.01  0.43601 -1.532 3.584  4.889  8.50  0.037 0.00 17.099 20.770 19.657 18.343 17.407 16.442 15.419 14.807 14.637  0.436 
 1   9.65  0.05  0.28182 -1.943 3.555  4.997  9.50  0.038 0.00 19.128 23.391 22.101 20.656 19.648 18.509 17.398 16.817 16.592  0.282 
 1   9.65  0.15  0.47623 -1.447 3.587  4.856  9.80  0.038 0.90 17.577 21.285 20.186 18.897 17.951 16.934 15.880 15.261 15.094  0.476 
 1   9.67 -0.43  0.16257 -2.433 3.530  5.146  7.70  0.036 0.73 18.172 23.458 21.737 20.033 18.900 17.618 16.391 15.812 15.559  0.163 
 1   9.67 -0.31  0.64513 -0.896 3.656  4.712 11.70  0.038 0.94 18.090 20.658 19.791 18.689 17.992 17.431 16.639 15.990 15.897  0.645 
 1   9.67 -0.27  0.23934 -2.034 3.565  5.057  8.70  0.037 0.00 18.555 22.631 21.341 19.887 18.904 17.910 16.863 16.283 16.070  0.239 
 1   9.67 -0.25  1.13932  0.459 3.801  4.184 10.30  0.038 0.00 13.923 14.440 14.479 13.984 13.675 13.397 13.060 12.795 12.770  1.139 
 1   9.67 -0.17  0.83031 -0.398 3.720  4.580  9.60  0.038 0.00 15.364 16.814 16.421 15.579 15.099 14.693 14.136 13.685 13.633  0.830 
 1   9.67 -0.13  0.15672 -2.516 3.510  5.135  7.20  0.034 0.00 18.260 23.620 21.993 20.338 19.161 17.739 16.435 15.881 15.620  0.157 
 1   9.67 -0.11  0.91506 -0.187 3.744  4.510 11.80  0.038 0.00 17.038 18.159 17.926 17.181 16.755 16.390 15.907 15.520 15.477  0.915 
 1   9.67 -0.05  0.44052 -1.510 3.587  4.888  7.90  0.036 0.00 16.444 20.034 18.929 17.617 16.696 15.783 14.785 14.164 14.001  0.441 
 1   9.67  0.01  0.17405 -2.411 3.518  5.108  9.10  0.038 0.89 19.304 24.511 22.994 21.392 20.225 18.788 17.472 16.927 16.666  0.174 
 1   9.69 -0.45  0.27263 -1.881 3.584  5.038 10.10  0.038 0.97 18.855 22.466 21.324 19.941 19.014 18.183 17.218 16.631 16.444  0.273 
 1   9.69 -0.39  0.39033 -1.577 3.597  4.942 10.80  0.038 0.73 19.056 22.472 21.401 20.072 19.175 18.383 17.440 16.833 16.664  0.390 
 1   9.69 -0.37  0.88725 -0.134 3.762  4.514 13.50  0.038 0.00 18.606 19.424 19.372 18.726 18.343 18.002 17.565 17.214 17.176  0.887 
 1   9.69 -0.31  0.46547 -1.398 3.607  4.876  8.60  0.037 0.00 16.865 20.064 19.042 17.774 16.924 16.197 15.290 14.644 14.503  0.465 
 1   9.69 -0.29  0.69716 -0.746 3.673  4.664 10.10  0.038 0.00 16.734 18.911 18.187 17.176 16.562 16.063 15.348 14.758 14.682  0.697 
 1   9.69 -0.27  1.09487  0.382 3.802  4.252  8.50  0.037 0.90 11.903 12.458 12.492 11.974 11.652 11.363 11.010 10.729 10.702  1.095 
 1   9.69 -0.27  0.28831 -1.877 3.574  5.019  9.60  0.038 0.00 19.063 22.882 21.691 20.292 19.335 18.400 17.386 16.804 16.608  0.288 
 1   9.69 -0.23  0.37318 -1.655 3.586  4.954  9.90  0.038 0.00 18.807 22.397 21.280 19.937 19.015 18.140 17.159 16.555 16.381  0.373 
 1   9.69 -0.19  0.73382 -0.670 3.681  4.642  9.60  0.038 0.00 16.044 18.126 17.432 16.442 15.849 15.368 14.680 14.114 14.043  0.734 
 1   9.69 -0.19  0.34281 -1.747 3.579  4.982 10.60  0.038 0.74 19.251 23.098 21.907 20.517 19.559 18.595 17.568 16.980 16.784  0.343 
 1   9.69 -0.17  0.28749 -1.897 3.568  5.014  9.10  0.038 0.00 18.613 22.580 21.350 19.938 18.965 17.963 16.918 16.335 16.131  0.287 
 1   9.69 -0.15  0.77156 -0.571 3.694  4.617  9.80  0.038 0.92 15.444 17.474 16.808 15.828 15.243 14.767 14.088 13.529 13.459  0.772 
 1   9.69 -0.01  1.20041  0.601 3.776  3.966  8.70  0.037 0.83 11.720 12.532 12.422 11.795 11.430 11.113 10.710 10.394 10.359  1.200 
 1   9.69  0.01  0.68382 -0.884 3.645  4.683 10.60  0.038 0.00 17.580 20.365 19.377 18.230 17.502 16.923 16.107 15.438 15.348  0.684 
 1   9.71 -0.55  0.59593 -0.969 3.655  4.747  9.20  0.038 0.00 16.392 18.785 18.009 16.947 16.277 15.733 14.962 14.329 14.235  0.596 
 1   9.71 -0.37  0.20358 -2.153 3.562  5.095  9.10  0.038 0.00 19.252 23.417 22.071 20.580 19.590 18.609 17.564 16.985 16.766  0.204 
 1   9.71 -0.35  0.22329 -2.081 3.566  5.077  9.00  0.038 0.00 18.972 23.035 21.734 20.269 19.289 18.323 17.288 16.709 16.496  0.223 
 1   9.71 -0.35  0.61675 -0.967 3.648  4.734 10.40  0.038 0.00 17.588 20.172 19.301 18.195 17.493 16.931 16.134 15.480 15.386  0.617 
 1   9.71 -0.35  0.98876  0.178 3.793  4.374 14.80  0.038 0.95 18.575 19.170 19.209 18.662 18.325 18.021 17.646 17.346 17.317  0.989 
 1   9.71 -0.33  1.33043  0.184 3.793  4.369 11.00  0.038 0.75 15.308 15.860 15.910 15.388 15.063 14.770 14.412 14.127 14.100  0.998 
 1   9.71 -0.31  0.37385 -1.638 3.590  4.957  8.60  0.037 0.00 17.466 20.947 19.857 18.524 17.618 16.795 15.839 15.230 15.061  0.374 
 1   9.71 -0.31  1.07691  0.379 3.803  4.248  9.90  0.038 0.77 13.524 14.102 14.128 13.607 13.279 12.985 12.617 12.322 12.292  1.077 
 1   9.71 -0.29  0.40088 -1.563 3.593  4.923 10.10  0.038 0.00 18.778 22.207 21.132 19.815 18.918 18.109 17.159 16.540 16.378  0.401 
 1   9.71 -0.27  0.12910 -2.733 3.493  5.200  6.30  0.029 0.00 17.903 23.962 22.027 20.238 18.966 17.423 16.046 15.481 15.218  0.129 
 1   9.71 -0.25  0.60533 -1.029 3.638  4.747  7.30  0.034 0.00 14.643 17.433 16.486 15.329 14.586 13.987 13.158 12.489 12.387  0.605 
 1   9.71 -0.25  0.91457 -0.123 3.757  4.498  8.70  0.037 0.00 13.778 14.684 14.575 13.899 13.504 13.158 12.710 12.352 12.313  0.915 
 1   9.71 -0.23  0.32394 -1.788 3.578  4.995  7.00  0.033 0.00 16.239 19.970 18.811 17.438 16.493 15.572 14.567 13.979 13.792  0.324 
 1   9.71 -0.23  0.65956 -0.875 3.655  4.699  9.70  0.038 0.00 16.658 19.171 18.309 17.222 16.540 15.997 15.221 14.580 14.493  0.660 
 1   9.71 -0.21  0.48556 -1.365 3.605  4.857  8.50  0.037 0.00 16.683 19.928 18.888 17.619 16.763 16.019 15.101 14.446 14.308  0.486 
 1   9.71 -0.21  0.22042 -2.115 3.557  5.071  8.80  0.037 0.00 18.858 23.133 21.780 20.293 19.289 18.229 17.150 16.570 16.345  0.220 
 1   9.71 -0.21  0.26869 -1.946 3.567  5.029  9.50  0.038 0.70 18.721 22.889 21.590 20.130 19.134 18.088 17.013 16.434 16.215  0.269 
 1   9.71 -0.17  0.86762 -0.283 3.735  4.546 10.70  0.038 0.00 16.177 17.402 17.124 16.345 15.901 15.522 15.011 14.601 14.555  0.868 
 1   9.71 -0.09  0.16924 -2.432 3.519  5.120  5.60  0.025 0.93 15.796 20.985 19.425 17.806 16.652 15.259 13.976 13.424 13.166  0.169 
 1   9.71 -0.09  0.86860 -0.313 3.728  4.549 14.00  0.038 0.00 19.552 20.906 20.553 19.737 19.275 18.885 18.354 17.927 17.879  0.869 
 1   9.71 -0.05  1.01692  0.098 3.771  4.376 10.60  0.038 0.00 15.126 15.948 15.850 15.211 14.840 14.517 14.107 13.783 13.749  1.017 
 1   9.71  0.01  0.30936 -1.852 3.562  4.975  8.30  0.037 0.00 17.700 21.801 20.563 19.154 18.163 17.066 15.979 15.395 15.184  0.309 
 1   9.71  0.01  0.75717 -0.673 3.672  4.622 10.10  0.038 0.81 16.184 18.681 17.814 16.731 16.059 15.516 14.747 14.119 14.035  0.757 
 1   9.71  0.01  0.52077 -1.319 3.601  4.825 10.30  0.038 0.00 18.367 21.733 20.653 19.381 18.509 17.712 16.761 16.088 15.957  0.521 
 1   9.71  0.11  1.04981  0.129 3.765  4.338  8.20  0.037 0.72 12.497 13.550 13.337 12.627 12.212 11.861 11.391 11.009 10.964  1.050 
 1   9.71  0.13  0.85642 -0.419 3.705  4.554 10.20  0.038 0.80 15.710 17.715 17.049 16.074 15.498 15.027 14.362 13.820 13.751  0.856 
 1   9.73 -0.63  0.30159 -1.724 3.606  5.012  9.30  0.038 0.00 18.380 21.486 20.520 19.246 18.400 17.700 16.816 16.206 16.049  0.302 
 1   9.73 -0.45  0.16400 -2.418 3.532  5.145  9.30  0.038 0.91 19.492 24.635 22.938 21.248 20.141 18.920 17.734 17.153 16.902  0.164 
 1   9.73 -0.35  0.10848 -2.918 3.478  5.249  6.50  0.031 0.00 18.566 25.353 23.099 21.195 19.811 18.128 16.673 16.101 15.841  0.108 
 1   9.73 -0.35  1.09174  0.452 3.795  4.150 11.10  0.038 0.89 14.304 14.851 14.896 14.382 14.059 13.767 13.411 13.127 13.100  1.092 
 1   9.73 -0.29  0.27813 -1.903 3.574  5.027  8.00  0.036 0.00 17.528 21.364 20.163 18.757 17.798 16.865 15.851 15.270 15.073  0.278 
 1   9.73 -0.29  0.64050 -0.911 3.653  4.714 10.20  0.038 0.00 17.248 19.775 18.915 17.825 17.138 16.589 15.807 15.161 15.072  0.641 
 1   9.73 -0.23  0.32538 -1.783 3.578  4.993  9.30  0.038 0.94 17.834 21.596 20.429 19.050 18.100 17.170 16.160 15.573 15.383  0.325 
 1   9.73 -0.21  0.91239 -0.139 3.754  4.498  7.40  0.035 0.00 12.517 13.474 13.334 12.639 12.236 11.886 11.429 11.064 11.024  0.912 
 1   9.73 -0.19  0.58709 -1.095 3.629  4.764  8.30  0.037 0.82 15.347 18.400 17.386 16.167 15.364 14.691 13.810 13.137 13.018  0.587 
 1   9.73 -0.17  0.20049 -2.197 3.550  5.084  9.30  0.038 0.00 19.563 24.010 22.604 21.084 20.062 18.948 17.842 17.265 17.027  0.200 
 1   9.73 -0.17  0.27130 -1.945 3.565  5.024 10.00  0.038 0.00 19.632 23.676 22.418 20.989 20.008 18.988 17.932 17.350 17.141  0.271 
 1   9.73 -0.15  0.25595 -1.994 3.561  5.032  9.10  0.038 0.83 18.289 22.529 21.206 19.736 18.735 17.660 16.576 15.996 15.772  0.256 
 1   9.73 -0.15  0.79800 -0.487 3.706  4.596 10.50  0.038 0.00 16.488 18.165 17.656 16.757 16.239 15.809 15.207 14.717 14.659  0.798 
 1   9.73 -0.15  0.83882 -0.368 3.723  4.567 10.90  0.038 0.00 16.589 17.997 17.623 16.792 16.319 15.919 15.372 14.931 14.880  0.839 
 1   9.73 -0.13  0.49682 -1.352 3.603  4.846  7.80  0.036 0.79 15.481 18.889 17.813 16.521 15.636 14.818 13.861 13.221 13.071  0.497 
 1   9.73 -0.11  0.17772 -2.368 3.527  5.111  8.20  0.037 0.00 18.891 23.791 22.300 20.720 19.619 18.323 17.106 16.546 16.296  0.178 
 1   9.73 -0.01  0.81286 -0.497 3.699  4.587 11.10  0.038 0.76 16.844 18.861 18.209 17.232 16.648 16.166 15.484 14.925 14.852  0.813 
 1   9.73  0.01  0.08842 -3.311 3.414  5.296  5.50  0.024 0.00 18.547 27.735 24.783 22.677 20.807 18.575 16.475 15.931 15.633  0.088 
 1   9.73  0.11  0.27379 -1.975 3.550  4.998  8.40  0.037 0.71 17.671 22.155 20.809 19.322 18.282 17.074 15.917 15.347 15.108  0.274 
 1   9.75 -0.59  0.25123 -1.900 3.593  5.055  8.20  0.037 0.00 17.721 21.098 20.038 18.697 17.804 17.042 16.116 15.522 15.346  0.251 
 1   9.75 -0.33  0.51997 -1.244 3.620  4.825  9.20  0.038 0.00 17.079 20.103 19.111 17.887 17.083 16.420 15.548 14.880 14.756  0.520 
 1   9.75 -0.29  0.24620 -2.002 3.568  5.048  9.70  0.038 0.00 19.475 23.478 22.212 20.771 19.796 18.825 17.789 17.209 17.001  0.246 
 1   9.75 -0.23  0.48549 -1.360 3.607  4.856 10.80  0.038 0.00 18.970 22.195 21.160 19.893 19.042 18.306 17.392 16.737 16.600  0.485 
 1   9.75 -0.21  0.99465  0.088 3.777  4.402 14.10  0.038 0.00 18.651 19.357 19.332 18.737 18.381 18.066 17.671 17.357 17.325  0.995 
 1   9.75 -0.19  0.78981 -0.491 3.707  4.599 11.20  0.038 0.00 17.198 18.845 18.356 17.465 16.951 16.521 15.922 15.434 15.376  0.790 
 1   9.75 -0.11  0.12323 -2.803 3.481  5.202  7.40  0.035 0.85 18.643 25.186 23.191 21.376 19.989 18.259 16.722 16.175 15.899  0.123 
 1   9.75 -0.09  0.53331 -1.263 3.610  4.814  7.70  0.036 0.75 15.212 18.566 17.492 16.218 15.350 14.553 13.605 12.954 12.812  0.533 
 1   9.75 -0.07  0.38280 -1.653 3.578  4.934  6.90  0.033 0.00 15.802 19.545 18.408 17.066 16.118 15.139 14.111 13.517 13.335  0.383 
 1   9.75  0.07  0.15717 -2.537 3.501  5.122  8.50  0.037 0.73 19.215 24.928 23.287 21.615 20.355 18.773 17.333 16.794 16.520  0.157 
 1   9.75  0.11  0.60902 -1.100 3.620  4.747  9.30  0.038 0.00 16.819 20.016 18.928 17.698 16.881 16.173 15.267 14.569 14.458  0.609 
 1   9.75  0.13  0.60917 -1.102 3.619  4.747 10.90  0.038 0.70 18.101 21.434 20.340 19.096 18.249 17.455 16.502 15.830 15.701  0.609 
 1   9.77 -0.71  0.47091 -1.292 3.635  4.887 10.30  0.038 0.00 18.300 20.980 20.131 18.981 18.238 17.634 16.818 16.182 16.059  0.471 
 1   9.77 -0.51  0.21342 -2.075 3.577  5.094 10.20  0.038 0.85 19.631 23.630 22.340 20.861 19.888 18.979 17.964 17.385 17.171  0.213 
 1   9.77 -0.45  0.56554 -1.082 3.640  4.778 11.10  0.038 0.98 17.863 20.567 19.676 18.534 17.798 17.206 16.386 15.728 15.621  0.566 
 1   9.77 -0.39  1.10101  0.632 3.747  3.781  8.60  0.037 0.81 11.593 12.528 12.414 11.732 11.330 10.971 10.501 10.123 10.081  1.101 
 1   9.77 -0.37  0.89507 -0.079 3.767  4.483 11.00  0.038 0.74 15.779 16.678 16.605 15.941 15.534 15.173 14.692 14.291 14.244  0.895 
 1   9.77 -0.35  0.52137 -1.234 3.622  4.823 11.70  0.038 0.74 19.157 22.258 21.256 20.012 19.189 18.495 17.605 16.953 16.818  0.521 
 1   9.77 -0.33  0.44837 -1.437 3.604  4.889 10.80  0.038 0.00 19.162 22.384 21.362 20.085 19.228 18.493 17.581 16.941 16.796  0.448 
 1   9.77 -0.31  0.92650 -0.034 3.769  4.462  9.70  0.038 0.00 14.556 15.314 15.281 14.661 14.291 13.961 13.545 13.210 13.176  0.927 
 1   9.77 -0.29  0.78378 -0.463 3.715  4.600  9.70  0.038 0.00 15.626 17.107 16.713 15.863 15.374 14.958 14.384 13.918 13.863  0.784 
 1   9.77 -0.29  0.30917 -1.813 3.579  5.004  9.90  0.038 0.00 19.202 22.913 21.753 20.374 19.432 18.535 17.541 16.952 16.764  0.309 
 1   9.77 -0.27  0.77910 -0.486 3.710  4.604  8.20  0.037 0.00 14.185 15.739 15.305 14.437 13.936 13.513 12.926 12.448 12.391  0.779 
 1   9.77 -0.25  0.92960 -0.059 3.764  4.466  7.40  0.035 0.00 12.317 13.147 13.071 12.424 12.043 11.707 11.278 10.934 10.897  0.930 
 1   9.77 -0.25  0.33576 -1.752 3.581  4.988  9.50  0.038 0.94 17.965 21.672 20.518 19.146 18.205 17.299 16.301 15.710 15.524  0.336 
 1   9.77 -0.25  0.34758 -1.722 3.583  4.980 10.10  0.038 0.00 19.176 22.812 21.680 20.323 19.393 18.509 17.522 16.925 16.745  0.348 
 1   9.77 -0.25  0.63904 -0.924 3.650  4.715 10.90  0.038 0.00 17.981 20.575 19.685 18.579 17.880 17.323 16.530 15.875 15.785  0.639 
 1   9.77 -0.23  0.29121 -1.873 3.573  5.012  9.80  0.038 0.90 18.603 22.526 21.302 19.889 18.921 17.949 16.916 16.334 16.132  0.291 
 1   9.77 -0.19  0.26688 -1.953 3.566  5.027  9.90  0.038 0.83 18.978 23.110 21.817 20.364 19.375 18.340 17.275 16.694 16.478  0.267 
 1   9.77 -0.17  0.32381 -1.796 3.575  4.990  9.20  0.038 0.00 18.461 22.271 21.098 19.721 18.764 17.799 16.774 16.189 15.997  0.324 
 1   9.77 -0.17  1.12026  0.406 3.780  4.148 10.60  0.038 0.00 14.356 15.052 15.016 14.433 14.085 13.776 13.389 13.084 13.053  1.120 
 1   9.77 -0.13  0.30717 -1.846 3.570  4.996 10.50  0.038 0.80 19.334 23.369 22.124 20.705 19.724 18.691 17.630 17.047 16.838  0.307 
 1   9.77 -0.13  0.58648 -1.110 3.626  4.765 11.00  0.038 0.00 18.544 21.579 20.548 19.334 18.543 17.894 17.023 16.333 16.222  0.586 
 1   9.77 -0.11  0.32359 -1.807 3.571  4.986  9.70  0.038 0.00 18.988 22.882 21.690 20.305 19.339 18.334 17.290 16.705 16.508  0.324 
 1   9.77 -0.11  0.32212 -1.811 3.571  4.987  9.90  0.038 0.00 19.197 23.097 21.903 20.517 19.550 18.544 17.499 16.914 16.717  0.322 
 1   9.77 -0.11  0.65339 -0.926 3.645  4.705 10.90  0.038 0.71 17.692 20.555 19.583 18.419 17.665 17.034 16.185 15.525 15.418  0.653 
 1   9.77 -0.09  1.01844  0.141 3.775  4.350 10.30  0.038 0.00 14.717 15.479 15.413 14.798 14.435 14.119 13.720 13.404 13.372  1.018 
 1   9.77 -0.07  0.47180 -1.425 3.595  4.863  9.20  0.038 0.00 17.533 20.979 19.896 18.604 17.711 16.872 15.906 15.261 15.114  0.472 
 1   9.77 -0.05  1.22313  1.724 3.669  2.422  7.40  0.035 0.00  7.860 10.314  9.412  8.283  7.687  7.187  6.448  5.861  5.785  1.223 
 1   9.77 -0.01  0.23264 -2.101 3.548  5.045  8.60  0.037 0.00 18.623 23.046 21.702 20.218 19.190 18.015 16.883 16.309 16.072  0.233 
 1   9.77  0.01  0.14925 -2.587 3.497  5.134  7.10  0.034 0.00 18.337 23.917 22.298 20.640 19.404 17.865 16.472 15.934 15.663  0.149 
