#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.87 -0.15  0.47736 -1.391 3.601  4.858 11.00  0.038 0.00 19.248 22.566 21.510 20.230 19.360 18.585 17.649 16.994 16.854  0.477 
 1   9.87 -0.11  0.45776 -1.449 3.595  4.872 10.90  0.038 0.90 18.671 22.188 21.094 19.785 18.877 18.009 17.030 16.403 16.244  0.458 
 1   9.87 -0.11  1.15460  2.467 5.054  6.902 11.30  0.038 0.00  9.903 14.998 16.248 16.583 16.730 16.926 17.362 17.498 17.615  0.585 
 1   9.87 -0.09  0.54682 -1.220 3.614  4.797 11.10  0.038 0.00 18.920 22.114 21.058 19.812 18.981 18.266 17.359 16.679 16.557  0.547 
 1   9.87 -0.07  0.26495 -1.976 3.559  5.018  8.40  0.037 0.78 17.585 21.884 20.564 19.098 18.086 16.965 15.858 15.280 15.053  0.265 
 1   9.87 -0.07  0.48398 -1.390 3.598  4.851  9.20  0.038 0.73 17.037 20.549 19.453 18.150 17.246 16.377 15.395 14.762 14.605  0.484 
 1   9.87 -0.05  0.28731 -1.912 3.562  5.001  8.70  0.037 0.87 17.631 21.821 20.540 19.100 18.102 17.003 15.911 15.330 15.110  0.287 
 1   9.87 -0.05  0.48564 -1.390 3.597  4.849 10.40  0.038 0.00 18.644 22.057 20.977 19.692 18.806 17.984 17.025 16.370 16.228  0.486 
 1   9.87 -0.03  0.30097 -1.875 3.563  4.989  8.40  0.037 0.00 17.857 21.941 20.700 19.288 18.300 17.221 16.141 15.558 15.347  0.301 
 1   9.87  0.01  0.50220 -1.361 3.597  4.836  9.40  0.038 0.00 17.572 20.999 19.913 18.633 17.747 16.916 15.950 15.289 15.150  0.502 
 1   9.87  0.01  0.44311 -1.507 3.585  4.878 11.10  0.038 0.00 19.637 23.279 22.170 20.861 19.931 18.980 17.963 17.345 17.180  0.443 
 1   9.87  0.03  0.15952 -2.514 3.505  5.121  8.10  0.037 0.00 19.155 24.526 22.965 21.338 20.140 18.658 17.310 16.768 16.503  0.160 
 1   9.87  0.03  0.77893 -0.585 3.684  4.596 10.80  0.038 0.00 17.032 19.153 18.416 17.415 16.821 16.348 15.671 15.116 15.050  0.779 
 1   9.87  0.05  0.40172 -1.612 3.576  4.904 10.20  0.038 0.92 18.345 22.201 21.057 19.720 18.751 17.695 16.630 16.039 15.851  0.402 
 1   9.87  0.11  0.26096 -2.008 3.548  5.001  9.30  0.038 0.00 19.091 23.506 22.172 20.695 19.667 18.486 17.349 16.774 16.537  0.261 
 1   9.87  0.13  0.17608 -2.408 3.514  5.095  8.70  0.037 0.00 19.489 24.623 23.127 21.537 20.381 18.964 17.665 17.119 16.860  0.176 
 1   9.89 -0.71  0.48899 -1.236 3.638  4.863 10.80  0.038 0.86 18.113 20.804 19.953 18.800 18.054 17.447 16.628 15.992 15.868  0.489 
 1   9.89 -0.71  0.91020  0.237 3.799  4.304 11.90  0.038 0.00 16.077 16.517 16.647 16.181 15.871 15.582 15.234 14.954 14.929  0.910 
 1   9.89 -0.61  0.36442 -1.568 3.613  4.966 11.30  0.038 0.78 19.477 22.552 21.591 20.328 19.490 18.798 17.919 17.303 17.149  0.364 
 1   9.89 -0.59  0.42384 -1.431 3.619  4.920 10.40  0.038 0.00 18.748 21.693 20.758 19.535 18.733 18.079 17.222 16.583 16.446  0.424 
 1   9.89 -0.57  0.34251 -1.636 3.607  4.983  9.40  0.038 0.00 18.260 21.369 20.396 19.125 18.280 17.581 16.696 16.081 15.927  0.343 
 1   9.89 -0.55  0.61133 -0.901 3.663  4.722 11.50  0.038 0.95 17.879 20.209 19.458 18.411 17.754 17.219 16.458 15.833 15.741  0.611 
 1   9.89 -0.53  0.79183 -0.306 3.743  4.560 12.70  0.038 0.00 18.235 19.227 19.110 18.398 17.979 17.605 17.115 16.718 16.672  0.792 
 1   9.89 -0.51  0.68406 -0.673 3.692  4.658  9.90  0.038 0.00 16.352 18.117 17.607 16.689 16.145 15.684 15.034 14.501 14.431  0.684 
 1   9.89 -0.51  0.31620 -1.726 3.598  5.001 10.20  0.038 0.86 18.686 22.031 20.983 19.654 18.765 18.007 17.084 16.486 16.315  0.316 
 1   9.89 -0.51  0.98387  0.333 3.799  4.239 14.70  0.038 0.00 18.637 19.108 19.202 18.724 18.413 18.127 17.780 17.504 17.479  0.984 
 1   9.89 -0.49  0.28139 -1.833 3.590  5.026  9.90  0.038 0.71 18.814 22.408 21.272 19.887 18.963 18.144 17.182 16.594 16.407  0.281 
 1   9.89 -0.47  0.73251 -0.528 3.711  4.619  7.70  0.036 0.71 13.579 15.196 14.784 13.901 13.371 12.914 12.279 11.759 11.685  0.733 
 1   9.89 -0.47  0.33391 -1.696 3.597  4.990  8.40  0.037 0.85 16.814 20.188 19.130 17.798 16.906 16.136 15.207 14.606 14.436  0.334 
 1   9.89 -0.47  0.19652 -2.162 3.567  5.105  9.00  0.038 0.71 18.850 23.154 21.779 20.253 19.241 18.227 17.144 16.565 16.339  0.197 
 1   9.89 -0.47  0.95289  0.205 3.792  4.327 14.60  0.038 0.00 18.859 19.382 19.459 18.949 18.625 18.329 17.968 17.678 17.651  0.953 
 1   9.89 -0.45  0.31091 -1.762 3.591  5.004 10.10  0.038 0.00 19.274 22.699 21.623 20.282 19.382 18.598 17.661 17.062 16.889  0.311 
 1   9.89 -0.45  1.00162  0.433 3.795  4.133 10.60  0.038 0.00 14.287 14.799 14.865 14.370 14.054 13.764 13.410 13.129 13.103  1.002 
 1   9.89 -0.43  0.16764 -2.391 3.535  5.139  6.90  0.033 0.00 17.649 22.551 20.931 19.285 18.212 17.055 15.909 15.330 15.083  0.168 
 1   9.89 -0.43  0.81806 -0.256 3.748  4.542  9.80  0.038 0.00 15.209 16.171 16.058 15.356 14.946 14.581 14.105 13.721 13.678  0.818 
 1   9.89 -0.43  0.41610 -1.491 3.605  4.915 11.00  0.038 0.00 19.497 22.672 21.669 20.394 19.542 18.824 17.925 17.294 17.146  0.416 
 1   9.89 -0.41  0.36463 -1.636 3.596  4.966  9.20  0.038 0.00 18.060 21.396 20.350 19.036 18.151 17.384 16.457 15.846 15.683  0.365 
 1   9.89 -0.41  0.26098 -1.923 3.579  5.039  9.60  0.038 0.00 19.178 22.898 21.721 20.320 19.377 18.510 17.524 16.942 16.749  0.261 
 1   9.89 -0.39  0.94920  0.196 3.785  4.307 10.40  0.038 0.00 14.681 15.276 15.316 14.772 14.434 14.129 13.752 13.450 13.421  0.949 
 1   9.89 -0.39  0.78956 -0.362 3.732  4.573 11.50  0.038 0.00 17.176 18.358 18.127 17.358 16.914 16.527 16.007 15.586 15.537  0.790 
 1   9.89 -0.39  1.02104  0.536 3.768  3.929 12.00  0.038 0.00 15.429 16.176 16.142 15.537 15.170 14.839 14.418 14.082 14.046  1.021 
 1   9.89 -0.39  1.32083  0.545 3.751  3.854 14.50  0.038 0.78 17.907 18.833 18.722 18.043 17.643 17.285 16.817 16.442 16.401  1.027 
 1   9.89 -0.37  0.43311 -1.463 3.604  4.898 10.30  0.038 0.00 18.727 21.940 20.924 19.645 18.787 18.056 17.147 16.512 16.365  0.433 
 1   9.89 -0.37  0.46573 -1.378 3.610  4.872 11.00  0.038 0.00 19.216 22.349 21.346 20.089 19.253 18.549 17.656 17.009 16.870  0.466 
 1   9.89 -0.35  0.27131 -1.907 3.576  5.030  7.00  0.033 0.00 16.538 20.310 19.122 17.720 16.769 15.870 14.871 14.290 14.096  0.271 
 1   9.89 -0.35  0.58877 -1.035 3.640  4.751 10.80  0.038 0.00 18.158 20.870 19.961 18.822 18.091 17.503 16.684 16.021 15.919  0.589 
 1   9.89 -0.35  0.35713 -1.674 3.590  4.972 11.00  0.038 0.83 19.378 22.926 21.814 20.460 19.543 18.707 17.743 17.144 16.967  0.357 
 1   9.89 -0.33  0.16332 -2.440 3.525  5.138  8.30  0.037 0.00 19.169 24.246 22.616 20.960 19.854 18.599 17.400 16.827 16.575  0.163 
 1   9.89 -0.33  0.68541 -0.738 3.675  4.660  8.50  0.037 0.86 14.681 16.965 16.218 15.182 14.539 14.015 13.269 12.657 12.571  0.685 
 1   9.89 -0.33  0.19878 -2.177 3.558  5.093  9.30  0.038 0.00 19.512 23.783 22.404 20.896 19.896 18.878 17.815 17.236 17.011  0.199 
 1   9.89 -0.31  0.92747  0.042 3.773  4.403 10.10  0.038 0.00 14.765 15.477 15.465 14.863 14.502 14.179 13.774 13.449 13.416  0.927 
 1   9.89 -0.29  0.41491 -1.522 3.596  4.909  9.50  0.038 0.00 18.076 21.444 20.386 19.081 18.195 17.406 16.466 15.840 15.684  0.415 
 1   9.89 -0.29  0.42810 -1.490 3.599  4.900  9.70  0.038 0.00 18.195 21.510 20.466 19.172 18.295 17.524 16.594 15.961 15.810  0.428 
 1   9.89 -0.29  0.76799 -0.482 3.711  4.596  9.80  0.038 0.00 15.775 17.310 16.888 16.025 15.527 15.104 14.519 14.043 13.986  0.768 
 1   9.89 -0.27  0.31862 -1.787 3.580  4.994 10.20  0.038 0.00 19.438 23.141 21.986 20.612 19.672 18.772 17.776 17.186 17.000  0.319 
 1   9.89 -0.27  0.72815 -0.623 3.690  4.628 10.70  0.038 0.00 17.026 18.919 18.322 17.374 16.814 16.351 15.695 15.156 15.089  0.728 
 1   9.89 -0.27  0.76874 -0.489 3.709  4.596 13.00  0.038 0.00 18.992 20.562 20.120 19.248 18.744 18.319 17.729 17.248 17.190  0.769 
 1   9.89 -0.25  0.53523 -1.211 3.620  4.805 11.80  0.038 0.74 19.209 22.378 21.349 20.099 19.266 18.549 17.645 16.988 16.853  0.535 
 1   9.89 -0.23  0.55684 -1.156 3.625  4.784  8.10  0.037 0.00 15.759 18.767 17.758 16.545 15.754 15.106 14.238 13.555 13.440  0.557 
 1   9.89 -0.23  1.01437  0.246 3.779  4.262  8.90  0.038 0.00 13.055 13.739 13.720 13.139 12.788 12.477 12.088 11.778 11.747  1.014 
 1   9.89 -0.23  0.46131 -1.418 3.602  4.873  9.50  0.038 0.00 17.814 21.096 20.053 18.773 17.907 17.147 16.221 15.574 15.431  0.461 
 1   9.89 -0.21  1.04418  0.384 3.784  4.155 11.00  0.038 0.00 14.811 15.466 15.450 14.887 14.546 14.243 13.865 13.567 13.537  1.044 
 1   9.89 -0.19  0.20281 -2.181 3.552  5.080  8.20  0.037 0.00 18.421 22.823 21.428 19.915 18.899 17.802 16.704 16.126 15.891  0.203 
 1   9.89 -0.15  0.21414 -2.144 3.552  5.068  9.20  0.038 0.00 19.330 23.711 22.335 20.834 19.818 18.711 17.609 17.032 16.798  0.214 
 1   9.89 -0.15  0.73456 -0.650 3.682  4.626 10.60  0.038 0.00 16.995 19.078 18.379 17.388 16.796 16.317 15.632 15.069 14.999  0.735 
 1   9.89 -0.13  0.74605 -0.621 3.685  4.618  9.50  0.038 0.00 15.822 17.853 17.176 16.196 15.615 15.143 14.471 13.918 13.850  0.746 
 1   9.89 -0.13  0.71261 -0.728 3.669  4.643 12.80  0.038 0.00 19.391 21.693 20.898 19.859 19.225 18.718 17.991 17.390 17.314  0.713 
 1   9.89 -0.11  0.30288 -1.855 3.568  4.992  9.60  0.038 0.99 18.264 22.243 21.021 19.617 18.642 17.617 16.562 15.977 15.774  0.303 
 1   9.89 -0.11  0.45578 -1.454 3.594  4.873 10.40  0.038 0.96 18.110 21.598 20.509 19.205 18.303 17.448 16.475 15.843 15.687  0.456 
 1   9.89 -0.11  0.33965 -1.761 3.574  4.973 11.10  0.038 0.93 19.591 23.461 22.278 20.900 19.936 18.935 17.894 17.309 17.114  0.340 
 1   9.89 -0.09  0.27932 -1.928 3.562  5.008  9.40  0.038 0.00 18.991 23.097 21.834 20.406 19.418 18.355 17.280 16.698 16.484  0.279 
 1   9.89 -0.09  0.75853 -0.597 3.687  4.609 11.70  0.038 0.00 17.962 19.974 19.301 18.325 17.748 17.281 16.615 16.069 16.003  0.759 
 1   9.89 -0.09  0.61048 -1.045 3.631  4.738 12.00  0.038 0.77 19.004 22.088 21.055 19.838 19.036 18.350 17.461 16.787 16.670  0.610 
 1   9.89 -0.03  0.40804 -1.585 3.581  4.903 10.50  0.038 0.00 19.233 22.951 21.826 20.498 19.553 18.574 17.545 16.944 16.767  0.408 
 1   9.89  0.07  0.31280 -1.842 3.560  4.961  9.10  0.038 0.78 17.955 22.205 20.927 19.489 18.480 17.337 16.222 15.642 15.419  0.313 
 1   9.89  0.07  0.55696 -1.222 3.609  4.787 10.40  0.038 0.00 18.226 21.532 20.449 19.198 18.347 17.577 16.639 15.952 15.830  0.557 
 1   9.89  0.13  0.58446 -1.159 3.613  4.762 11.70  0.038 0.71 19.027 22.424 21.330 20.078 19.213 18.381 17.409 16.743 16.608  0.584 
 1   9.91 -0.65  0.28236 -1.774 3.604  5.027 10.10  0.038 0.85 18.715 21.907 20.916 19.618 18.754 18.034 17.136 16.534 16.368  0.282 
 1   9.91 -0.63  0.44632 -1.366 3.626  4.903 10.00  0.038 0.00 18.185 21.027 20.121 18.928 18.149 17.519 16.678 16.034 15.904  0.446 
 1   9.91 -0.59  0.31352 -1.703 3.605  5.002 10.60  0.038 0.00 19.628 22.764 21.787 20.507 19.654 18.947 18.058 17.449 17.290  0.314 
 1   9.91 -0.57  0.78094 -0.316 3.742  4.562 11.70  0.038 0.00 17.259 18.245 18.135 17.425 17.006 16.631 16.140 15.743 15.696  0.781 
 1   9.91 -0.55  0.31992 -1.701 3.602  4.998 10.10  0.038 0.00 19.123 22.302 21.313 20.022 19.159 18.441 17.544 16.937 16.776  0.320 
 1   9.91 -0.55  0.36009 -1.598 3.608  4.969 10.30  0.038 0.00 19.066 22.173 21.199 19.929 19.086 18.388 17.504 16.885 16.733  0.360 
 1   9.91 -0.47  0.54590 -1.123 3.637  4.792 10.50  0.038 0.00 18.078 20.800 19.907 18.758 18.018 17.420 16.597 15.939 15.830  0.546 
 1   9.91 -0.41  0.17023 -2.375 3.536  5.135  8.40  0.037 0.00 19.108 23.974 22.374 20.737 19.668 18.515 17.372 16.793 16.546  0.170 
 1   9.91 -0.41  0.41121 -1.507 3.603  4.917  9.50  0.038 0.81 17.514 20.803 19.770 18.467 17.593 16.839 15.919 15.301 15.142  0.411 
 1   9.91 -0.41  0.60239 -0.975 3.649  4.734 10.10  0.038 0.00 17.308 19.861 19.008 17.910 17.212 16.652 15.858 15.205 15.110  0.602 
 1   9.91 -0.41  0.58989 -1.012 3.645  4.747 10.40  0.038 0.77 17.327 20.065 19.167 18.018 17.275 16.667 15.837 15.185 15.074  0.590 
 1   9.91 -0.41  0.99295  0.436 3.787  4.093 13.00  0.038 0.00 16.680 17.261 17.297 16.767 16.436 16.134 15.760 15.464 15.434  0.993 
 1   9.91 -0.39  0.15995 -2.456 3.525  5.144  8.30  0.037 0.00 19.211 24.329 22.664 20.987 19.880 18.639 17.445 16.869 16.617  0.160 
 1   9.91 -0.39  0.67724 -0.737 3.678  4.664 11.10  0.038 0.00 17.714 19.761 19.105 18.124 17.531 17.043 16.347 15.771 15.697  0.677 
 1   9.91 -0.39  0.68618 -0.709 3.682  4.656 11.30  0.038 0.71 17.605 19.731 19.070 18.069 17.452 16.935 16.211 15.625 15.538  0.686 
 1   9.91 -0.37  0.48620 -1.322 3.615  4.852 10.80  0.038 0.00 18.874 21.950 20.956 19.715 18.894 18.211 17.328 16.673 16.541  0.486 
 1   9.91 -0.37  0.52937 -1.198 3.626  4.809 11.10  0.038 0.00 18.865 21.802 20.833 19.630 18.845 18.208 17.352 16.680 16.562  0.529 
 1   9.91 -0.33  0.17686 -2.339 3.538  5.122  9.60  0.038 0.98 19.490 24.303 22.746 21.135 20.068 18.898 17.748 17.173 16.926  0.177 
 1   9.91 -0.33  0.31176 -1.793 3.582  5.000  9.90  0.038 0.79 18.624 22.375 21.196 19.802 18.857 17.960 16.963 16.376 16.183  0.312 
 1   9.91 -0.33  0.88096 -0.079 3.763  4.459 10.90  0.038 0.00 15.868 16.690 16.630 15.985 15.603 15.263 14.829 14.481 14.444  0.881 
 1   9.91 -0.33  1.00891  0.412 3.786  4.122 11.70  0.038 0.73 15.330 16.003 15.996 15.430 15.079 14.764 14.361 14.036 14.002  1.009 
 1   9.91 -0.23  0.28830 -1.876 3.572  5.009  9.10  0.038 0.00 18.560 22.431 21.226 19.824 18.861 17.901 16.876 16.293 16.095  0.288 
 1   9.91 -0.23  0.28151 -1.896 3.571  5.014  9.70  0.038 0.00 19.211 23.115 21.898 20.489 19.523 18.555 17.525 16.943 16.742  0.282 
 1   9.91 -0.23  0.88121 -0.137 3.753  4.477 10.00  0.038 0.00 15.113 16.080 15.939 15.241 14.837 14.483 14.023 13.655 13.614  0.881 
 1   9.91 -0.23  1.30605  0.412 3.782  4.115 11.00  0.038 0.80 14.740 15.409 15.389 14.820 14.475 14.168 13.784 13.481 13.450  1.039 
 1   9.91 -0.23  0.87693 -0.151 3.751  4.483 11.30  0.038 0.00 16.447 17.430 17.281 16.577 16.170 15.815 15.351 14.979 14.938  0.877 
 1   9.91 -0.21  0.52592 -1.246 3.616  4.814 10.50  0.038 0.00 18.385 21.510 20.483 19.243 18.421 17.728 16.835 16.163 16.039  0.526 
 1   9.91 -0.21  0.78946 -0.442 3.714  4.578 11.60  0.038 0.00 17.475 19.004 18.576 17.714 17.220 16.802 16.225 15.757 15.702  0.789 
 1   9.91 -0.19  0.16888 -2.417 3.524  5.124  9.30  0.038 0.92 19.479 24.651 23.054 21.414 20.277 18.934 17.680 17.118 16.863  0.169 
 1   9.91 -0.19  0.35814 -1.697 3.582  4.961  9.40  0.038 0.00 18.412 22.090 20.952 19.599 18.662 17.747 16.747 16.150 15.969  0.358 
 1   9.91 -0.19  0.56119 -1.153 3.624  4.780  9.60  0.038 0.00 17.251 20.290 19.270 18.052 17.255 16.600 15.726 15.041 14.926  0.561 
 1   9.91 -0.19  0.62219 -0.978 3.642  4.723  9.90  0.038 0.86 16.632 19.506 18.535 17.361 16.600 15.976 15.130 14.459 14.352  0.622 
 1   9.91 -0.17  0.36891 -1.669 3.582  4.949 10.10  0.038 0.00 19.043 22.715 21.582 20.233 19.298 18.379 17.377 16.778 16.599  0.369 
 1   9.91 -0.13  0.83333 -0.337 3.725  4.540 11.10  0.038 0.00 16.712 18.100 17.735 16.907 16.439 16.042 15.501 15.064 15.015  0.833 
 1   9.91 -0.13  0.48295 -1.378 3.601  4.851 11.30  0.038 0.00 19.516 22.837 21.778 20.500 19.630 18.853 17.916 17.259 17.120  0.483 
 1   9.91 -0.11  0.69776 -0.779 3.662  4.653 10.70  0.038 0.00 17.418 19.868 19.014 17.942 17.279 16.751 15.995 15.371 15.290  0.698 
 1   9.91 -0.09  0.62400 -1.002 3.636  4.725  7.90  0.036 0.00 15.176 18.067 17.067 15.892 15.135 14.523 13.681 13.000 12.900  0.624 
 1   9.91 -0.09  0.59839 -1.078 3.627  4.748  9.10  0.038 0.75 16.200 19.343 18.296 17.066 16.251 15.547 14.645 13.972 13.850  0.598 
 1   9.91 -0.09  0.64376 -0.944 3.642  4.706  9.30  0.038 0.92 15.842 18.729 17.732 16.558 15.801 15.189 14.346 13.666 13.565  0.644 
 1   9.91 -0.09  0.67918 -0.839 3.654  4.671 12.20  0.038 0.86 18.604 21.342 20.395 19.257 18.532 17.947 17.130 16.465 16.371  0.679 
 1   9.91 -0.07  0.46685 -1.431 3.595  4.863 10.30  0.038 0.70 18.258 21.838 20.728 19.412 18.497 17.601 16.606 15.981 15.816  0.467 
 1   9.91 -0.01  0.46335 -1.450 3.591  4.862  9.00  0.038 0.00 17.394 20.936 19.839 18.540 17.630 16.736 15.744 15.109 14.955  0.463 
 1   9.91 -0.01  0.40755 -1.589 3.580  4.902  9.70  0.038 0.76 17.969 21.814 20.657 19.305 18.344 17.318 16.267 15.673 15.484  0.408 
 1   9.91  0.01  1.24908  0.315 3.766  4.151 10.20  0.038 0.84 14.183 15.084 14.935 14.272 13.891 13.562 13.140 12.808 12.772  1.044 
 1   9.91  0.05  0.71017 -0.791 3.655  4.646 11.40  0.038 0.00 18.148 20.785 19.839 18.725 18.030 17.483 16.701 16.057 15.974  0.710 
 2  10.03 -0.89  0.48645 -1.216 3.644  4.862 12.00  0.038 0.79 19.350 21.915 21.125 20.001 19.277 18.682 17.879 17.258 17.131  0.486 
 2  10.03 -0.83  0.83676  0.127 3.791  4.343 11.40  0.038 0.00 15.853 16.331 16.465 15.973 15.649 15.344 14.973 14.672 14.644  0.837 
 2  10.03 -0.81  0.33503 -1.624 3.618  5.006 11.20  0.038 0.79 19.501 22.464 21.551 20.309 19.492 18.822 17.961 17.352 17.197  0.335 
 2  10.03 -0.81  0.58307 -0.911 3.670  4.741 12.20  0.038 0.85 18.797 20.972 20.319 19.301 18.665 18.133 17.390 16.790 16.691  0.583 
 2  10.03 -0.59  0.73091 -0.431 3.728  4.589 12.30  0.038 0.80 17.865 19.219 18.949 18.133 17.643 17.214 16.624 16.135 16.069  0.731 
 2  10.03 -0.41  0.59207 -0.991 3.647  4.735 11.40  0.038 0.73 18.327 21.030 20.144 19.005 18.269 17.667 16.841 16.192 16.082  0.592 
 2  10.05 -1.01  0.86799  0.516 3.783  3.939  9.80  0.038 0.00 13.280 13.783 13.908 13.414 13.081 12.764 12.370 12.053 12.022  0.868 
 2  10.05 -1.01  0.36962 -1.520 3.627  4.978 11.10  0.038 0.00 19.670 22.384 21.560 20.385 19.621 18.994 18.172 17.562 17.416  0.370 
 2  10.05 -1.01  0.68509 -0.481 3.735  4.640 11.50  0.038 0.76 17.236 18.359 18.246 17.492 17.027 16.604 16.039 15.578 15.507  0.685 
 2  10.05 -0.99  0.44752 -1.318 3.638  4.905 10.20  0.038 0.00 18.265 20.798 20.028 18.908 18.190 17.596 16.798 16.183 16.055  0.448 
 2  10.05 -0.97  0.64243 -0.656 3.709  4.684 11.70  0.038 0.00 18.111 19.455 19.199 18.377 17.892 17.457 16.868 16.392 16.321  0.642 
 2  10.05 -0.95  0.64346 -0.656 3.708  4.682 12.20  0.038 0.00 18.611 19.970 19.704 18.879 18.392 17.956 17.365 16.887 16.816  0.643 
 2  10.05 -0.91  0.37672 -1.507 3.625  4.969 11.00  0.038 0.94 18.856 21.636 20.782 19.591 18.815 18.180 17.349 16.733 16.588  0.377 
 2  10.05 -0.91  0.53712 -1.050 3.658  4.798 11.80  0.038 0.71 18.864 21.194 20.493 19.432 18.759 18.198 17.427 16.819 16.705  0.537 
 2  10.05 -0.91  0.62006 -0.754 3.693  4.703 12.20  0.038 0.00 18.855 20.466 20.069 19.182 18.655 18.192 17.552 17.033 16.956  0.620 
 2  10.05 -0.91  0.68557 -0.501 3.729  4.637 12.50  0.038 0.79 18.250 19.488 19.307 18.518 18.039 17.608 17.026 16.549 16.478  0.686 
 2  10.05 -0.91  0.85555  0.325 3.797  4.180 13.00  0.038 0.00 16.958 17.391 17.535 17.076 16.766 16.470 16.113 15.825 15.799  0.856 
 2  10.05 -0.89  0.41688 -1.403 3.631  4.930 10.80  0.038 0.00 19.078 21.764 20.935 19.775 19.023 18.408 17.589 16.967 16.832  0.417 
 2  10.05 -0.89  0.86294  0.367 3.796  4.135 11.50  0.038 0.00 15.351 15.797 15.932 15.468 15.155 14.858 14.497 14.207 14.181  0.863 
 2  10.05 -0.89  0.65336 -0.630 3.710  4.669 12.10  0.038 0.00 18.444 19.794 19.528 18.706 18.222 17.790 17.204 16.730 16.662  0.653 
 2  10.05 -0.89  0.64301 -0.670 3.704  4.680 12.80  0.038 0.00 19.244 20.679 20.368 19.524 19.027 18.585 17.982 17.493 17.422  0.643 
 2  10.05 -0.87  0.71708 -0.385 3.743  4.597 11.60  0.038 0.00 17.332 18.229 18.194 17.509 17.095 16.717 16.227 15.831 15.781  0.717 
 2  10.05 -0.87  0.81237  0.041 3.786  4.395 13.00  0.038 0.00 17.667 18.167 18.302 17.794 17.460 17.147 16.763 16.452 16.422  0.812 
 2  10.05 -0.85  0.31921 -1.660 3.616  5.014 10.00  0.038 0.00 18.921 21.830 20.935 19.707 18.902 18.243 17.391 16.781 16.628  0.319 
 2  10.05 -0.85  0.61728 -0.775 3.688  4.703 11.10  0.038 0.79 17.474 19.346 18.839 17.890 17.309 16.809 16.115 15.554 15.463  0.617 
 2  10.05 -0.85  0.41395 -1.414 3.629  4.931 11.20  0.038 0.00 19.504 22.225 21.381 20.212 19.453 18.834 18.010 17.385 17.250  0.414 
 2  10.05 -0.85  0.50721 -1.156 3.648  4.835 11.50  0.038 0.00 19.159 21.580 20.828 19.748 19.062 18.496 17.715 17.090 16.979  0.507 
 2  10.05 -0.83  0.39394 -1.466 3.626  4.949  9.20  0.038 0.00 17.635 20.416 19.552 18.365 17.593 16.963 16.132 15.506 15.367  0.394 
 2  10.05 -0.83  0.84196  0.192 3.793  4.289 10.20  0.038 0.80 14.321 14.874 14.975 14.456 14.114 13.794 13.392 13.063 13.028  0.842 
 2  10.05 -0.83  0.57867 -0.919 3.670  4.745 12.40  0.038 0.82 19.049 21.225 20.575 19.556 18.919 18.385 17.641 17.043 16.942  0.579 
 2  10.05 -0.81  0.26805 -1.810 3.607  5.048  8.90  0.038 0.96 17.485 20.558 19.615 18.340 17.497 16.803 15.923 15.322 15.158  0.268 
 2  10.05 -0.81  0.58783 -0.890 3.672  4.733 10.30  0.038 0.74 16.986 19.121 18.490 17.480 16.850 16.320 15.582 14.989 14.889  0.588 
 2  10.05 -0.81  0.35906 -1.561 3.621  4.985 10.90  0.038 0.00 19.572 22.423 21.538 20.331 19.541 18.896 18.055 17.436 17.291  0.359 
 2  10.05 -0.81  0.39904 -1.454 3.626  4.943 11.20  0.038 0.00 19.604 22.389 21.522 20.335 19.563 18.933 18.101 17.474 17.335  0.399 
 2  10.05 -0.81  0.68427 -0.528 3.722  4.636 11.50  0.038 0.00 17.589 18.780 18.589 17.810 17.352 16.942 16.393 15.948 15.889  0.684 
 2  10.05 -0.81  0.66818 -0.589 3.713  4.652 11.80  0.038 0.93 17.481 18.944 18.618 17.769 17.266 16.823 16.215 15.720 15.650  0.668 
 2  10.05 -0.81  0.51456 -1.136 3.648  4.825 12.00  0.038 0.81 19.143 21.664 20.878 19.770 19.061 18.478 17.681 17.054 16.936  0.515 
 2  10.05 -0.81  0.81317  0.024 3.783  4.401 13.00  0.038 0.00 17.711 18.241 18.360 17.836 17.497 17.180 16.789 16.473 16.442  0.813 
 2  10.05 -0.79  0.85882  0.279 3.792  4.207 10.50  0.038 0.00 14.572 15.050 15.171 14.686 14.365 14.064 13.696 13.401 13.373  0.859 
 2  10.05 -0.79  0.31249 -1.681 3.614  5.017 10.70  0.038 0.00 19.672 22.627 21.714 20.475 19.661 18.993 18.135 17.524 17.370  0.312 
 2  10.05 -0.79  0.55895 -0.994 3.661  4.768 11.00  0.038 0.00 18.254 20.464 19.786 18.762 18.123 17.592 16.846 16.240 16.143  0.559 
 2  10.05 -0.79  0.45673 -1.309 3.635  4.892 12.10  0.038 0.89 19.537 22.239 21.394 20.234 19.482 18.868 18.047 17.418 17.288  0.457 
 2  10.05 -0.79  0.77728 -0.152 3.767  4.495 13.20  0.038 0.00 18.350 19.009 19.078 18.490 18.122 17.781 17.353 17.007 16.969  0.777 
 2  10.05 -0.79  0.77300 -0.171 3.765  4.504 14.10  0.038 0.86 18.960 19.785 19.781 19.132 18.731 18.363 17.885 17.493 17.446  0.773 
 2  10.05 -0.77  1.01568  0.029 3.782  4.394 10.00  0.038 0.80 14.697 15.240 15.350 14.820 14.479 14.161 13.769 13.452 13.421  0.817 
 2  10.05 -0.77  1.08099 -0.153 3.766  4.494 10.40  0.038 0.72 15.553 16.223 16.285 15.692 15.323 14.981 14.552 14.204 14.166  0.778 
