#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.47  0.09  0.42844 -1.562 3.579  4.894  8.50  0.034 0.00 17.175 20.928 19.815 18.506 17.552 16.523 15.469 14.866 14.690  0.428 
 1   9.47  0.11  0.53034 -1.312 3.600  4.819  8.30  0.033 0.00 16.350 19.757 18.675 17.414 16.535 15.698 14.728 14.050 13.919  0.530 
 1   9.47  0.13  0.62776 -1.065 3.623  4.741  6.70  0.024 0.75 13.771 17.029 15.941 14.707 13.876 13.116 12.183 11.507 11.384  0.628 
 1   9.47  0.17  0.59619 -1.155 3.613  4.768  9.60  0.037 0.94 16.604 19.925 18.834 17.593 16.745 15.958 15.012 14.319 14.200  0.596 
 1   9.47  0.33  0.26218 -2.032 3.544  5.009  6.00  0.020 0.00 15.850 20.322 18.977 17.493 16.453 15.244 14.091 13.523 13.285  0.262 
 1   9.49 -0.33  0.57089 -1.113 3.633  4.784 10.00  0.037 0.00 17.553 20.401 19.451 18.275 17.514 16.898 16.057 15.388 15.277  0.571 
 1   9.49 -0.31  0.73599 -0.642 3.689  4.650 10.20  0.038 0.00 16.575 18.460 17.871 16.925 16.365 15.901 15.244 14.703 14.636  0.736 
 1   9.49 -0.29  0.73776 -0.644 3.688  4.650 10.00  0.037 0.90 15.856 17.928 17.261 16.273 15.675 15.185 14.486 13.909 13.834  0.738 
 1   9.49 -0.27  0.57498 -1.118 3.630  4.782  7.70  0.030 0.79 14.844 17.847 16.858 15.645 14.846 14.181 13.309 12.645 12.523  0.575 
 1   9.49 -0.21  0.36612 -1.684 3.583  4.965  6.50  0.023 0.00 15.479 19.094 17.969 16.624 15.696 14.805 13.818 13.220 13.043  0.366 
 1   9.49 -0.21  0.74034 -0.665 3.683  4.649  8.70  0.035 0.76 14.833 17.041 16.323 15.303 14.677 14.160 13.432 12.837 12.753  0.740 
 1   9.49 -0.21  0.56891 -1.149 3.625  4.788  9.80  0.037 0.84 16.957 20.057 19.035 17.801 16.986 16.300 15.411 14.739 14.615  0.569 
 1   9.49 -0.17  1.26291  0.598 3.811  4.131  7.70  0.030 0.00 10.975 11.443 11.473 11.012 10.723 10.465 10.158  9.918  9.894  1.263 
 1   9.49 -0.15  0.90006 -0.252 3.739  4.545 10.40  0.038 0.75 15.561 16.912 16.598 15.790 15.313 14.906 14.344 13.878 13.821  0.900 
 1   9.49 -0.13  0.66055 -0.920 3.647  4.711 10.40  0.038 0.00 17.469 20.167 19.226 18.097 17.381 16.811 16.005 15.343 15.252  0.661 
 1   9.49 -0.13  0.51735 -1.305 3.608  4.834 10.50  0.038 0.94 17.882 21.164 20.109 18.840 17.980 17.221 16.293 15.631 15.497  0.517 
 1   9.49 -0.13  0.70553 -0.793 3.661  4.671 11.10  0.038 0.00 17.852 20.297 19.448 18.377 17.713 17.185 16.429 15.805 15.724  0.706 
 1   9.49 -0.11  0.90381 -0.256 3.737  4.543  9.80  0.037 0.96 14.555 15.844 15.526 14.729 14.276 13.892 13.373 12.955 12.908  0.904 
 1   9.49 -0.11  1.00439 -0.010 3.766  4.458 10.30  0.038 0.00 15.096 15.956 15.849 15.194 14.813 14.482 14.058 13.720 13.685  1.004 
 1   9.49 -0.05  0.34085 -1.780 3.571  4.979  7.40  0.029 0.00 16.621 20.516 19.332 17.958 16.991 15.964 14.914 14.329 14.133  0.341 
 1   9.49 -0.05  0.82335 -0.493 3.702  4.600 11.60  0.038 0.00 17.601 19.379 18.809 17.886 17.353 16.917 16.303 15.803 15.744  0.823 
 1   9.49 -0.03  0.81949 -0.510 3.699  4.602  9.60  0.037 0.00 15.645 17.484 16.882 15.944 15.401 14.959 14.334 13.825 13.765  0.819 
 1   9.49 -0.03  1.20874  0.435 3.799  4.227 11.50  0.038 0.00 15.182 15.756 15.749 15.227 14.912 14.635 14.299 14.036 14.010  1.209 
 1   9.49 -0.01  1.30013  0.589 3.792  4.078 10.30  0.038 0.00 13.597 14.237 14.194 13.647 13.319 13.033 12.680 12.406 12.377  1.300 
 1   9.49  0.03  0.56997 -1.202 3.612  4.789 10.00  0.037 0.00 17.775 21.030 19.952 18.704 17.865 17.124 16.202 15.515 15.395  0.570 
 1   9.49  0.11  0.26939 -1.996 3.549  5.008  7.40  0.029 0.00 17.160 21.537 20.208 18.736 17.715 16.547 15.420 14.844 14.609  0.269 
 1   9.49  0.19  0.73931 -0.781 3.654  4.649 10.50  0.038 0.00 17.223 19.950 18.951 17.817 17.111 16.553 15.765 15.123 15.039  0.739 
 1   9.51 -0.41  0.79204 -0.435 3.724  4.614  8.90  0.036 0.00 14.756 16.041 15.758 14.958 14.497 14.096 13.554 13.113 13.060  0.792 
 1   9.51 -0.25  0.39297 -1.599 3.590  4.936  9.10  0.036 0.75 17.401 21.009 19.885 18.535 17.610 16.734 15.750 15.149 14.971  0.393 
 1   9.51 -0.21  0.67566 -0.848 3.658  4.693  8.90  0.036 0.00 15.790 18.264 17.414 16.336 15.663 15.126 14.359 13.725 13.640  0.676 
 1   9.51 -0.17  0.62562 -1.004 3.639  4.740  9.60  0.037 0.92 16.283 19.183 18.196 17.015 16.250 15.630 14.782 14.104 13.999  0.626 
 1   9.51 -0.11  0.89304 -0.281 3.734  4.550 10.40  0.038 0.96 15.227 16.572 16.226 15.413 14.952 14.561 14.030 13.602 13.554  0.893 
 1   9.51 -0.05  1.39915  0.881 3.694  3.426 11.80  0.038 0.00 14.367 16.268 15.647 14.670 14.136 13.686 13.042 12.526 12.463  1.399 
 1   9.51  0.01  0.83581 -0.479 3.700  4.583  8.20  0.033 0.00 14.167 16.001 15.395 14.457 13.916 13.477 12.857 12.351 12.292  0.836 
 1   9.51  0.01  0.74917 -0.716 3.666  4.640 10.00  0.037 0.00 16.560 18.975 18.118 17.053 16.401 15.887 15.147 14.537 14.461  0.749 
 1   9.51  0.03  1.21515  0.439 3.792  4.197  9.40  0.037 0.86 12.688 13.400 13.330 12.746 12.401 12.103 11.731 11.440 11.409  1.215 
 1   9.51  0.03  1.10495  0.204 3.780  4.344 10.10  0.038 0.78 14.130 15.011 14.881 14.230 13.847 13.518 13.088 12.742 12.704  1.105 
 1   9.51  0.11  1.09725  0.162 3.773  4.356  8.00  0.032 0.00 12.365 13.206 13.074 12.430 12.060 11.746 11.349 11.038 11.005  1.097 
 1   9.51  0.17  1.12402  0.208 3.774  4.324  9.20  0.036 0.91 12.950 13.898 13.710 13.029 12.641 12.316 11.899 11.574 11.539  1.124 
 1   9.51  0.17  0.69702 -0.889 3.641  4.680  9.50  0.037 0.00 16.492 19.411 18.364 17.190 16.442 15.833 14.998 14.325 14.233  0.697 
 1   9.51  0.17  1.25328  0.454 3.782  4.157 10.30  0.038 0.00 13.934 14.723 14.597 13.985 13.631 13.332 12.958 12.671 12.640  1.253 
 1   9.51  0.23  0.86263 -0.453 3.697  4.561  8.40  0.034 0.00 14.304 16.294 15.586 14.608 14.046 13.604 12.975 12.472 12.411  0.863 
 1   9.53 -0.41  0.45465 -1.412 3.610  4.894  9.00  0.036 0.90 16.685 19.848 18.846 17.575 16.727 16.012 15.114 14.480 14.334  0.455 
 1   9.53 -0.31  0.82404 -0.380 3.729  4.595  8.50  0.034 0.00 14.219 15.475 15.195 14.404 13.951 13.560 13.031 12.604 12.554  0.824 
 1   9.53 -0.29  0.79038 -0.486 3.712  4.617 10.70  0.038 0.00 16.686 18.207 17.792 16.932 16.436 16.015 15.434 14.961 14.904  0.790 
 1   9.53 -0.27  0.25518 -1.981 3.568  5.045  6.70  0.024 0.00 16.422 20.388 19.136 17.705 16.734 15.763 14.732 14.152 13.946  0.255 
 1   9.53 -0.27  0.48813 -1.352 3.609  4.860  7.90  0.031 0.00 16.049 19.223 18.201 16.942 16.100 15.381 14.478 13.825 13.689  0.488 
 1   9.53 -0.19  0.93250 -0.150 3.753  4.514  9.80  0.037 0.00 14.945 15.926 15.773 15.070 14.664 14.312 13.852 13.484 13.444  0.933 
 1   9.53 -0.19  0.77167 -0.581 3.694  4.629 11.10  0.038 0.00 17.322 19.172 18.585 17.646 17.096 16.643 16.002 15.478 15.414  0.772 
 1   9.53 -0.19  1.29048  0.666 3.794  4.007 11.20  0.038 0.81 14.041 14.642 14.637 14.106 13.780 13.489 13.132 12.851 12.822  1.290 
 1   9.53 -0.15  0.53434 -1.254 3.613  4.818  8.50  0.034 0.00 16.405 19.578 18.536 17.289 16.458 15.746 14.843 14.171 14.046  0.534 
 1   9.53 -0.13  0.70263 -0.798 3.660  4.671  9.10  0.036 0.77 15.530 18.141 17.253 16.144 15.441 14.866 14.067 13.425 13.331  0.703 
 1   9.53 -0.11  1.26323  0.579 3.798  4.097 11.00  0.038 0.90 13.861 14.433 14.434 13.914 13.596 13.316 12.974 12.706 12.679  1.263 
 1   9.53 -0.11  0.81111 -0.499 3.703  4.605 11.80  0.038 0.00 17.817 19.549 19.009 18.096 17.570 17.135 16.525 16.029 15.970  0.811 
 1   9.53 -0.09  0.62013 -1.041 3.632  4.746  8.20  0.033 0.84 15.102 18.149 17.122 15.910 15.114 14.445 13.566 12.888 12.775  0.620 
 1   9.53 -0.09  1.04997  0.104 3.777  4.408 10.10  0.038 0.00 14.610 15.354 15.297 14.688 14.330 14.016 13.622 13.310 13.279  1.050 
 1   9.53  0.03  0.22563 -2.136 3.544  5.051  7.30  0.028 0.72 17.014 21.683 20.295 18.779 17.707 16.437 15.232 14.672 14.426  0.226 
 1   9.53  0.03  0.28460 -1.936 3.556  5.000  7.80  0.031 0.00 17.410 21.629 20.351 18.915 17.912 16.784 15.680 15.100 14.878  0.285 
 1   9.53  0.07  0.95924 -0.164 3.741  4.495 12.00  0.038 0.00 17.181 18.416 18.104 17.325 16.886 16.519 16.028 15.640 15.596  0.959 
 1   9.53  0.11  0.72021 -0.814 3.651  4.661 10.40  0.038 0.00 17.205 19.935 18.946 17.812 17.101 16.541 15.745 15.092 15.007  0.720 
 1   9.53  0.21  0.86167 -0.454 3.697  4.561 10.20  0.038 0.00 16.104 18.093 17.390 16.414 15.852 15.408 14.777 14.273 14.212  0.862 
 1   9.55 -0.45  1.46092  0.558 3.819  4.167  8.90  0.036 0.79 12.274 12.663 12.749 12.336 12.064 11.813 11.517 11.285 11.265  1.159 
 1   9.55 -0.37  0.74804 -0.576 3.701  4.640 12.00  0.038 0.00 18.209 19.865 19.391 18.497 17.977 17.536 16.920 16.417 16.354  0.748 
 1   9.55 -0.09  0.83342 -0.440 3.711  4.589 11.60  0.038 0.00 17.470 19.089 18.603 17.718 17.211 16.791 16.206 15.731 15.676  0.833 
 1   9.55 -0.05  0.55788 -1.215 3.613  4.798 10.00  0.037 0.00 17.809 21.024 19.960 18.712 17.878 17.155 16.244 15.562 15.440  0.558 
 1   9.55 -0.03  1.16057  0.358 3.792  4.259 11.20  0.038 0.00 15.074 15.705 15.678 15.128 14.799 14.511 14.158 13.881 13.853  1.161 
 1   9.55 -0.01  0.77368 -0.637 3.680  4.628 11.00  0.038 0.96 16.714 18.984 18.190 17.157 16.533 16.037 15.324 14.736 14.664  0.774 
 1   9.55  0.11  1.09252  0.165 3.773  4.348 11.60  0.038 0.74 15.776 16.758 16.577 15.891 15.488 15.147 14.696 14.329 14.288  1.093 
 1   9.55  0.17  0.40532 -1.625 3.572  4.904  9.10  0.036 0.71 17.509 21.536 20.353 18.989 17.997 16.880 15.779 15.189 14.986  0.405 
 1   9.55  0.21  0.75878 -0.726 3.660  4.631  7.10  0.027 0.00 13.686 16.297 15.333 14.223 13.540 13.003 12.242 11.621 11.542  0.759 
 1   9.55  0.23  1.02182 -0.033 3.750  4.428 10.30  0.038 0.00 15.153 16.330 16.025 15.264 14.839 14.490 14.030 13.673 13.632  1.022 
 1   9.55  0.27  0.82156 -0.559 3.681  4.582  8.20  0.033 0.00 14.367 16.653 15.806 14.764 14.148 13.670 12.985 12.434 12.365  0.822 
 1   9.57 -0.51  0.21822 -2.061 3.577  5.094  8.10  0.032 0.93 17.345 21.137 19.921 18.487 17.534 16.675 15.689 15.114 14.914  0.218 
 1   9.57 -0.29  0.52702 -1.240 3.619  4.823  9.00  0.036 0.00 16.870 19.918 18.916 17.688 16.880 16.210 15.334 14.665 14.541  0.527 
 1   9.57 -0.27  1.00939  0.086 3.783  4.436 10.20  0.038 0.99 14.053 14.708 14.714 14.140 13.792 13.482 13.097 12.790 12.759  1.009 
 1   9.57 -0.27  0.90205 -0.186 3.752  4.532 10.30  0.038 0.00 15.535 16.500 16.365 15.666 15.260 14.905 14.442 14.070 14.029  0.902 
 1   9.57 -0.23  0.61142 -1.025 3.638  4.748  9.50  0.037 0.00 16.832 19.629 18.677 17.520 16.776 16.177 15.347 14.678 14.576  0.611 
 1   9.57 -0.21  0.65824 -0.892 3.653  4.705  7.60  0.030 0.95 13.963 16.598 15.691 14.574 13.866 13.301 12.502 11.846 11.754  0.658 
 1   9.57 -0.21  0.58097 -1.114 3.628  4.775  8.00  0.032 0.00 15.555 18.509 17.511 16.313 15.534 14.899 14.042 13.361 13.251  0.581 
 1   9.57 -0.19  1.34834  2.574 3.608  1.371 10.40  0.038 0.78  8.731 12.615 11.081  9.639  8.854  8.178  7.181  6.379  6.259  1.348 
 1   9.57 -0.11  0.61635 -1.044 3.632  4.747  9.90  0.037 0.00 17.279 20.217 19.209 18.020 17.252 16.627 15.776 15.093 14.989  0.616 
 1   9.57 -0.11  0.77163 -0.605 3.688  4.627 11.20  0.038 0.80 17.143 19.321 18.605 17.592 16.975 16.470 15.754 15.167 15.088  0.772 
 1   9.57 -0.09  1.41240  0.460 3.798  4.196 10.60  0.038 0.85 14.216 14.784 14.787 14.269 13.954 13.675 13.336 13.071 13.045  1.199 
 1   9.57 -0.05  0.30041 -1.883 3.564  4.999  8.40  0.034 0.90 17.233 21.355 20.095 18.670 17.679 16.598 15.516 14.934 14.720  0.300 
 1   9.57 -0.01  1.13543  0.320 3.786  4.263  9.90  0.037 0.00 13.871 14.558 14.507 13.930 13.589 13.292 12.923 12.634 12.604  1.135 
 1   9.57 -0.01  1.09487  0.244 3.783  4.310 10.60  0.038 0.00 14.759 15.475 15.415 14.824 14.476 14.173 13.796 13.499 13.469  1.095 
 1   9.57  0.09  1.16996  0.353 3.783  4.232 12.40  0.038 0.94 15.715 16.491 16.389 15.776 15.420 15.115 14.733 14.436 14.405  1.170 
 1   9.57  0.11  0.49911 -1.389 3.593  4.842  8.90  0.036 0.00 17.142 20.671 19.582 18.308 17.401 16.492 15.490 14.839 14.692  0.499 
 1   9.59 -0.55  0.96121  0.083 3.792  4.453 11.10  0.038 0.00 15.662 16.167 16.268 15.761 15.437 15.138 14.776 14.484 14.458  0.961 
 1   9.59 -0.49  0.72163 -0.609 3.700  4.651 10.70  0.038 0.00 16.992 18.622 18.172 17.285 16.766 16.322 15.701 15.193 15.129  0.722 
 1   9.59 -0.43  1.20082  0.776 3.809  3.925 11.20  0.038 0.70 13.936 14.422 14.466 14.006 13.708 13.434 13.099 12.835 12.809  1.201 
 1   9.59 -0.37  0.69043 -0.747 3.676  4.673  9.70  0.037 0.00 16.338 18.431 17.751 16.760 16.159 15.667 14.963 14.381 14.305  0.690 
 1   9.59 -0.31  0.56587 -1.128 3.630  4.786  9.20  0.036 0.00 16.790 19.677 18.713 17.527 16.758 16.134 15.287 14.614 14.502  0.566 
 1   9.59 -0.29  0.32068 -1.789 3.581  5.003  9.00  0.036 0.84 17.652 21.405 20.230 18.842 17.895 16.987 15.985 15.399 15.207  0.321 
 1   9.59 -0.25  0.47153 -1.396 3.604  4.872  9.60  0.037 0.99 17.122 20.370 19.335 18.060 17.201 16.455 15.536 14.888 14.747  0.472 
 1   9.59 -0.21  0.34531 -1.740 3.580  4.984  8.40  0.034 0.00 17.520 21.210 20.065 18.704 17.766 16.853 15.853 15.260 15.077  0.345 
 1   9.59 -0.19  0.64626 -0.931 3.647  4.715 10.10  0.038 0.72 16.899 19.691 18.749 17.599 16.854 16.240 15.403 14.746 14.641  0.646 
 1   9.59 -0.17  0.53211 -1.253 3.614  4.819  8.30  0.033 0.00 16.203 19.359 18.322 17.078 16.249 15.543 14.645 13.973 13.848  0.532 
 1   9.59 -0.03  0.36294 -1.721 3.573  4.957  8.50  0.034 0.00 17.574 21.423 20.262 18.905 17.941 16.916 15.867 15.280 15.089  0.363 
 1   9.59 -0.03  0.59341 -1.127 3.621  4.769  9.70  0.037 0.89 16.729 19.931 18.864 17.621 16.792 16.077 15.168 14.483 14.363  0.593 
 1   9.59  0.01  0.56075 -1.220 3.610  4.794  9.20  0.036 0.85 16.500 19.856 18.774 17.508 16.643 15.846 14.897 14.230 14.097  0.561 
 1   9.59  0.01  0.92415 -0.228 3.736  4.520 10.70  0.038 0.00 16.039 17.325 16.994 16.200 15.751 15.375 14.867 14.461 14.416  0.924 
 1   9.59  0.03  1.28706  0.704 3.773  3.881 14.30  0.038 0.00 17.310 18.141 18.011 17.381 17.016 16.700 16.298 15.986 15.951  1.287 
 1   9.59  0.05  1.07335  0.152 3.773  4.356  6.80  0.025 0.00 11.189 11.993 11.883 11.250 10.884 10.570 10.174  9.861  9.829  1.073 
 1   9.59  0.13  0.86448 -0.420 3.704  4.558 10.90  0.038 0.96 16.084 18.012 17.352 16.391 15.837 15.393 14.764 14.257 14.197  0.864 
 1   9.59  0.21  0.77477 -0.681 3.665  4.615 10.20  0.038 0.00 16.671 19.210 18.275 17.181 16.514 15.991 15.245 14.640 14.563  0.775 
 1   9.61 -0.49  0.81822 -0.320 3.742  4.585 10.80  0.038 0.86 15.968 17.169 16.954 16.183 15.726 15.325 14.780 14.331 14.277  0.818 
 1   9.61 -0.45  0.67453 -0.763 3.677  4.685 10.00  0.037 0.00 16.678 18.712 18.068 17.090 16.498 16.009 15.311 14.733 14.657  0.675 
 1   9.61 -0.43  0.78342 -0.440 3.723  4.612 12.00  0.038 0.00 17.870 19.165 18.880 18.078 17.615 17.212 16.666 16.222 16.168  0.783 
 1   9.61 -0.37  0.99247  0.152 3.795  4.409 11.30  0.038 0.71 15.550 16.175 16.210 15.664 15.316 15.001 14.597 14.260 14.223  0.992 
 1   9.61 -0.29  0.40827 -1.548 3.594  4.921  8.50  0.034 0.00 17.140 20.537 19.471 18.159 17.268 16.468 15.524 14.903 14.744  0.408 
 1   9.61 -0.29  0.48587 -1.351 3.610  4.860  8.80  0.035 0.00 16.947 20.112 19.093 17.835 16.996 16.281 15.381 14.727 14.592  0.486 
 1   9.61 -0.23  1.12864  0.399 3.807  4.265 11.10  0.038 0.00 14.873 15.359 15.407 14.930 14.631 14.362 14.041 13.788 13.764  1.129 
 1   9.61 -0.17  0.56954 -1.153 3.623  4.785  9.60  0.037 0.00 17.252 20.303 19.277 18.057 17.258 16.599 15.724 15.039 14.924  0.570 
 1   9.61 -0.15  0.43907 -1.498 3.592  4.894  8.30  0.033 0.00 16.815 20.285 19.200 17.893 16.992 16.148 15.181 14.554 14.397  0.439 
 1   9.61 -0.13  0.71200 -0.765 3.665  4.662  9.00  0.036 0.00 15.684 18.064 17.239 16.182 15.532 15.014 14.270 13.656 13.578  0.712 
 1   9.61  0.03  0.64891 -0.987 3.634  4.718  9.40  0.037 0.00 16.639 19.612 18.573 17.382 16.614 15.987 15.133 14.445 14.346  0.649 
 1   9.61  0.05  1.56617  1.707 3.649  2.401  8.70  0.035 0.86  9.201 12.090 10.983  9.757  9.098  8.551  7.734  7.084  6.994  1.346 
 1   9.61  0.07  0.83184 -0.491 3.696  4.577 10.70  0.038 0.80 16.378 18.501 17.787 16.786 16.186 15.698 15.005 14.438 14.365  0.832 
 1   9.61  0.11  0.90813 -0.293 3.723  4.528 10.70  0.038 0.00 16.203 17.717 17.259 16.398 15.915 15.519 14.975 14.542 14.492  0.908 
 1   9.61  0.17  1.02023 -0.011 3.753  4.416 10.30  0.038 0.00 15.098 16.215 15.947 15.206 14.789 14.443 13.990 13.635 13.596  1.020 
 1   9.63 -0.53  0.86506 -0.169 3.763  4.541  9.10  0.036 0.00 14.293 15.052 15.047 14.419 14.041 13.698 13.263 12.911 12.873  0.865 
 1   9.63 -0.51  0.48341 -1.307 3.624  4.870  9.00  0.036 0.00 17.038 19.951 19.010 17.803 17.013 16.374 15.522 14.867 14.740  0.483 
 1   9.63 -0.43  0.88142 -0.157 3.761  4.531 10.80  0.038 0.00 15.961 16.767 16.729 16.086 15.703 15.359 14.921 14.567 14.529  0.881 
 1   9.63 -0.33  0.73584 -0.618 3.693  4.642  8.70  0.035 0.97 14.351 16.240 15.651 14.704 14.142 13.676 13.015 12.471 12.403  0.736 
 1   9.63 -0.33  0.92876 -0.070 3.768  4.494 12.20  0.038 0.00 17.145 17.907 17.876 17.253 16.881 16.550 16.130 15.793 15.758  0.929 
 1   9.63 -0.29  0.38138 -1.622 3.590  4.949  9.00  0.036 0.00 17.826 21.311 20.220 18.890 17.984 17.155 16.196 15.586 15.418  0.381 
 1   9.63 -0.21  0.51966 -1.277 3.613  4.829  9.10  0.036 0.99 16.324 19.484 18.453 17.205 16.373 15.664 14.764 14.098 13.970  0.520 
 1   9.63 -0.19  0.93891 -0.109 3.757  4.494  9.80  0.037 0.96 14.209 15.203 15.043 14.338 13.930 13.576 13.113 12.742 12.701  0.939 
 1   9.63 -0.19  0.76237 -0.593 3.692  4.628 12.30  0.038 0.83 18.175 20.249 19.585 18.595 17.995 17.503 16.803 16.227 16.151  0.762 
 1   9.63 -0.17  0.45663 -1.449 3.597  4.881  9.60  0.037 0.77 17.540 21.027 19.938 18.624 17.721 16.874 15.905 15.281 15.120  0.457 
 1   9.63 -0.17  0.97829 -0.018 3.766  4.458 13.10  0.038 0.00 17.914 18.746 18.661 18.015 17.637 17.306 16.883 16.546 16.511  0.978 
 1   9.63 -0.13  0.56017 -1.187 3.619  4.793  9.70  0.037 0.80 16.990 20.217 19.164 17.910 17.070 16.333 15.415 14.751 14.619  0.560 
 1   9.63 -0.11  0.62462 -1.015 3.635  4.736  9.50  0.037 0.00 16.809 19.700 18.704 17.527 16.769 16.156 15.313 14.633 14.532  0.625 
 1   9.63 -0.01  1.05514  0.170 3.776  4.339 12.50  0.038 0.00 16.844 17.622 17.538 16.918 16.556 16.242 15.847 15.535 15.503  1.055 
 1   9.65 -0.65  0.84765 -0.158 3.767  4.538  9.40  0.037 0.00 14.566 15.256 15.296 14.695 14.325 13.987 13.561 13.216 13.179  0.848 
 1   9.65 -0.59  0.24099 -1.943 3.590  5.070  8.60  0.035 0.90 17.593 21.096 19.988 18.617 17.705 16.916 15.973 15.384 15.201  0.241 
 1   9.65 -0.49  0.47120 -1.344 3.620  4.880  6.20  0.021 0.00 14.330 17.278 16.326 15.107 14.307 13.655 12.798 12.150 12.019  0.471 
 1   9.65 -0.45  0.40109 -1.531 3.604  4.934  8.80  0.035 0.00 17.398 20.578 19.577 18.297 17.441 16.721 15.821 15.197 15.046  0.401 
 1   9.65 -0.41  0.86819 -0.192 3.756  4.540 10.50  0.038 0.00 15.750 16.615 16.546 15.881 15.487 15.137 14.685 14.322 14.282  0.868 
 1   9.65 -0.39  0.42645 -1.484 3.603  4.912  8.60  0.035 0.77 16.608 19.907 18.868 17.566 16.691 15.933 15.010 14.391 14.233  0.426 
 1   9.65 -0.39  0.67535 -0.779 3.673  4.683  9.90  0.037 0.00 16.616 18.755 18.059 17.057 16.447 15.947 15.233 14.643 14.565  0.675 
 1   9.65 -0.37  0.57625 -1.081 3.637  4.773  9.50  0.037 0.00 16.974 19.736 18.816 17.661 16.917 16.317 15.490 14.826 14.719  0.576 
 1   9.65 -0.33  0.98826  0.116 3.788  4.416  9.80  0.037 0.00 14.281 14.866 14.906 14.365 14.031 13.731 13.362 13.068 13.039  0.988 
 1   9.65 -0.29  1.11311  0.421 3.808  4.240 11.70  0.038 0.00 15.418 15.889 15.946 15.479 15.182 14.914 14.594 14.342 14.318  1.113 
 1   9.65 -0.23  0.77821 -0.526 3.704  4.615  9.00  0.036 0.00 15.085 16.762 16.261 15.362 14.842 14.407 13.799 13.302 13.242  0.778 
 1   9.65 -0.23  0.52311 -1.262 3.615  4.825  9.50  0.037 0.00 17.425 20.548 19.525 18.283 17.460 16.766 15.874 15.205 15.079  0.523 
 1   9.65 -0.21  1.27891  1.609 3.668  2.554 11.10  0.038 0.00 11.847 14.199 13.378 12.278 11.687 11.183 10.442  9.844  9.769  1.279 
 1   9.65 -0.21  0.71817 -0.715 3.675  4.654 11.60  0.038 0.78 17.822 20.166 19.387 18.337 17.686 17.153 16.400 15.786 15.699  0.718 
 1   9.65 -0.19  0.56370 -1.161 3.623  4.788 10.10  0.038 0.00 17.773 20.819 19.798 18.578 17.779 17.120 16.246 15.562 15.447  0.564 
 1   9.65 -0.17  0.54285 -1.222 3.617  4.807  8.60  0.035 0.00 16.425 19.550 18.517 17.279 16.460 15.768 14.875 14.200 14.078  0.543 
 1   9.65 -0.17  0.64507 -0.938 3.646  4.715  9.90  0.037 0.00 17.015 19.712 18.779 17.649 16.931 16.358 15.550 14.887 14.794  0.645 
 1   9.65 -0.17  1.02227  0.097 3.778  4.409 11.00  0.038 0.73 15.349 16.182 16.107 15.472 15.087 14.749 14.305 13.939 13.898  1.022 
 1   9.65 -0.11  0.62220 -1.021 3.635  4.737  8.80  0.035 0.00 16.122 19.022 18.023 16.844 16.084 15.469 14.624 13.944 13.842  0.622 
 1   9.65 -0.11  0.96213 -0.069 3.758  4.467  9.50  0.037 0.00 14.442 15.390 15.241 14.554 14.157 13.814 13.369 13.014 12.976  0.962 
 1   9.65 -0.11  0.70587 -0.787 3.661  4.664 11.30  0.038 0.00 18.037 20.495 19.638 18.564 17.899 17.370 16.613 15.987 15.906  0.706 
 1   9.65 -0.07  0.79898 -0.527 3.697  4.603  8.20  0.033 0.00 14.288 16.127 15.528 14.590 14.046 13.601 12.972 12.459 12.398  0.799 
 1   9.65 -0.07  0.96005 -0.085 3.754  4.468 10.60  0.038 0.00 15.581 16.585 16.405 15.699 15.293 14.946 14.491 14.129 14.090  0.960 
 1   9.65 -0.07  0.97387 -0.047 3.758  4.453 11.20  0.038 0.00 16.089 17.046 16.888 16.198 15.801 15.460 15.016 14.664 14.626  0.974 
 1   9.65  0.01  0.96626 -0.098 3.750  4.469 10.90  0.038 0.00 15.916 16.994 16.767 16.036 15.621 15.268 14.804 14.436 14.395  0.966 
 1   9.65  0.03  0.51544 -1.337 3.599  4.830  9.10  0.036 0.00 17.212 20.608 19.526 18.254 17.374 16.556 15.597 14.927 14.793  0.515 
 1   9.65  0.05  0.70441 -0.838 3.649  4.667 10.90  0.038 0.00 17.765 20.500 19.518 18.383 17.668 17.104 16.302 15.641 15.555  0.704 
 1   9.65  0.09  0.49303 -1.400 3.592  4.846  9.30  0.037 0.00 17.570 21.104 20.013 18.734 17.826 16.919 15.917 15.269 15.121  0.493 
 1   9.67 -0.55  0.91022 -0.023 3.780  4.486 10.60  0.038 0.00 15.428 16.021 16.092 15.537 15.190 14.873 14.480 14.163 14.132  0.910 
 1   9.67 -0.41  0.75025 -0.537 3.708  4.629  9.70  0.037 0.00 15.814 17.350 16.940 16.076 15.575 15.145 14.550 14.065 14.005  0.750 
 1   9.67 -0.37  0.48618 -1.332 3.614  4.859  8.60  0.035 0.79 16.236 19.407 18.395 17.129 16.285 15.566 14.665 14.026 13.882  0.486 
 1   9.67 -0.37  0.84974 -0.249 3.748  4.555 11.90  0.038 0.00 17.294 18.270 18.142 17.437 17.026 16.663 16.190 15.808 15.765  0.850 
 1   9.67 -0.33  0.88245 -0.182 3.755  4.530 10.80  0.038 0.00 16.024 16.938 16.836 16.154 15.755 15.403 14.947 14.581 14.541  0.882 
